Inspektions-ID;Videoname;Videozeitpunkt (h:min:sec);Meter ab Rohrbeginn;Schadenskürzel;Schadensbeschreibung;Rohrmaterial;Rohrprofil;Inspekteur-Name;Rohrhöhe (mm);Rohrbreite (mm);Kamera-Schwenkneigung (Grad);Kamera-Drehneigung (Grad);Videopfad;Videohash;Kmd-Pfad;image_path
36810;F410XQ4043030E.MPG;00:03:01;6.53;BABBA;;Beton;Kreisprofil;Dorr/BeGü;400;400;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Riegsee\Aidling vom 11.06.-07.09.2018\Sichtversion 001\F410XQ4043030E.MPG;2809583209;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Riegsee\Aidling vom 11.06.-07.09.2018\Sichtversion 001\MESSDAT\Aidling2\018\F410XQ4043030E.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Cracks\images\annotated_1068_imgs\agg_bbxs_1068_imgs\F410XQ4043030E.MPG.4371.jpg
142071;T2 10.85I23072015.MPG;00:02:13;0.4;BABBB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Ravensburg, Tiefbau\Ravensburg, Oberzell vom 14.07.-29.07.2015\Sichtversion 001\T2 10.85I23072015.MPG;714459714;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Ravensburg, Tiefbau\Ravensburg, Oberzell vom 14.07.-29.07.2015\Sichtversion 001\MESSDAT\Ravensbu\rg_Ober\T2 10.85I23072015.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Cracks\images\annotated_1068_imgs\agg_bbxs_1068_imgs\T2%2010.85I23072015.MPG.24550.jpg
37801;6M0010_6M0010_6M0011_D_20112017_123924.mpg;00:00:58;2.63;BABBA;;Beton;Kreisprofil;G. Rottmair;300;300;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Schemmerhofen\Schemmerberg, diverse Strassen vom 13.11.2017-03.05.2018\Sichtversion 001\6M0010_6M0010_6M0011_D_20112017_123924.mpg;1539013042;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Cracks\images\annotated_1068_imgs\agg_bbxs_1068_imgs\6M0010_6M0010_6M0011_D_20112017_123924.mpg.1761.jpg
94949;SEMK900_SEMK900_SEMK905_U_14112016_141050.mpg;00:00:33;0.6;BABBB;;Beton;Kreisprofil;G. Rottmair;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Seeg\Seeg, Auf´m Berg, Hitzleried vom 09.11.-18.11.2016\Sichtversion 001\SEMK900_SEMK900_SEMK905_U_14112016_141050.mpg;2574715340;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Cracks\images\annotated_1068_imgs\agg_bbxs_1068_imgs\SEMK900_SEMK900_SEMK905_U_14112016_141050.mpg.2322.jpg
130660;F2199W3069011B.MPG;00:01:05;5.97;BABBA;;Beton;Kreisprofil;Dorr/Möhring;600;600;37.0;14.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Filderstadt\Filderstadt vom 28.09.-27.10.2015\Sichtversion 001\F2199W3069011B.MPG;2104254920;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Filderstadt\Filderstadt vom 28.09.-27.10.2015\Sichtversion 001\MESSDAT\Filderst\adt\F2199W3069011B.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Cracks\images\annotated_1068_imgs\agg_bbxs_1068_imgs\F2199W3069011B.MPG.4819.jpg
27697;F4OU7_41430202.MPG;00:02:19;15.9;BBAC;;Beton;Kreisprofil;DORR/FAZIO;1300;1300;14.0;69.0;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AZV Füssen\Füssen, Sammler F101, Ehrwanger Strasse vom 21.09.2018\Sichtversion DVD 001\F4OU7_41430202.MPG;1707000022;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AZV Füssen\Füssen, Sammler F101, Ehrwanger Strasse vom 21.09.2018\Sichtversion DVD 001\MESSDAT\Füssen18\F4OU7_41430202.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4OU7_41430202.MPG.2127.jpg
105671;F4L8Z_47800301.MPG;00:02:01;5.0;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F4L8Z_47800301.MPG;4090865938;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F4L8Z_47800301.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4L8Z_47800301.MPG.2170.jpg
105688;F4LL3_47790301.MPG;00:01:10;0.99;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F4LL3_47790301.MPG;3309595266;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F4LL3_47790301.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4LL3_47790301.MPG.8259.jpg
105690;F414IC47780313.MPG;00:01:26;0.94;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F414IC47780313.MPG;1618820405;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F414IC47780313.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F414IC47780313.MPG.6846.jpg
48400;A08R185.247_A08R185.197_U_18102018_111931.mpg;00:02:32;21.77;BABBA;;Beton;Kreisprofil;G. Rottmair;400;400;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Regierungspräsidium Stuttgart\A8 Karlsruhe - München, AS 54 - 56 vom 02.07.-26.10.2018\Sichtversion 001\A08R185.247_A08R185.197_U_18102018_111931.mpg;2914844309;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\A08R185.247_A08R185.197_U_18102018_111931.mpg.2318.jpg
105682;F4SFM_47790307.MPG;00:00:52;0.2;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F4SFM_47790307.MPG;3956439199;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F4SFM_47790307.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4SFM_47790307.MPG.11151.jpg
55449;F4ZPW_42180D11.MPG;00:00:41;1.01;BBAB;;Beton;Kreisprofil;Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\A96 Lindau - München, Lindau - AS Weißensberg vom 03.12.-20.12.2018\Sichtversion 001\F4ZPW_42180D11.MPG;556400320;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\A96 Lindau - München, Lindau - AS Weißensberg vom 03.12.-20.12.2018\Sichtversion 001\MESSDAT\A96_2018\F4ZPW_42180D11.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4ZPW_42180D11.MPG.404.jpg
105698;F4VKI_4778030B.MPG;00:02:49;1.0;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F4VKI_4778030B.MPG;2065453740;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F4VKI_4778030B.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4VKI_4778030B.MPG.4868.jpg
90365;F4Y1O_33870311.MPG;00:01:56;10.13;BBBA;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Abd Südbayern\A96 München - Lindau vom 16.08.-14.09.2016\Sichtversion 001\F4Y1O_33870311.MPG;1007528658;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Abd Südbayern\A96 München - Lindau vom 16.08.-14.09.2016\Sichtversion 001\MESSDAT\A96_2016\F4Y1O_33870311.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4Y1O_33870311.MPG.5934.jpg
55866;T1210G.MPG;00:00:51;0.0;BBAC;;Beton;Kreisprofil;Espig/Spaiu;200;200;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\T1210G.MPG;980129326;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\MESSDAT\Bodolz_2\018\T1210G.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\T1210G.MPG.11619.jpg
39354;R08932I.MPG;00:01:15;1.02;BBBA;;Beton;Kreisprofil;Dorr/Alker;400;400;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\GTL Lindau\Lindau, Zwanzigerstr., Bazienstr., Alfred-Nobel-Platz vom 22.08.-24.08.2018\Daten\Bazienstrasse RW + SW vom 22.08.-24.08.2018\Haltungen\R08932I.MPG;2944504756;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\R08932I.MPG.7200.jpg
26155;20R1320I.MPG;00:01:27;0.8;BBAB;;Beton;Kreisprofil;Dorr/BeGü;250;250;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\20R1320I.MPG;3513921620;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\20R1320I.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\20R1320I.MPG.21961.jpg
23424;F4XYH_45520818.MPG;00:00:53;1.07;BBAB;;Beton;Kreisprofil;Dorr/Alker;300;300;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Wangen\Wangen vom 16.10.-05.11.2019\Sichtversion 001\bin\F4XYH_45520818.MPG;1161103296;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Wangen\Wangen vom 16.10.-05.11.2019\Sichtversion 001\bin\MESSDAT\Wangen20\19\F4XYH_45520818.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4XYH_45520818.MPG.3862.jpg
95411;F4VC5_34650601.MPG;00:01:16;1.0;BBAB;;Beton;Kreisprofil;Dorr/Espig;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Wildpoldsried\Wildpoldsried, Frohnschwenden, Fräsarbeiten Riedbach vom 10.11.-11.11.2016\Sichtversion DVD 001\F4VC5_34650601.MPG;4285969732;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Wildpoldsried\Wildpoldsried, Frohnschwenden, Fräsarbeiten Riedbach vom 10.11.-11.11.2016\Sichtversion DVD 001\MESSDAT\Wildpold\sried\F4VC5_34650601.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4VC5_34650601.MPG.6822.jpg
105691;F4142147780312.MPG;00:01:14;0.98;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F4142147780312.MPG;3260745794;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F4142147780312.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4142147780312.MPG.3684.jpg
105682;F4SFM_47790307.MPG;00:00:52;0.2;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F4SFM_47790307.MPG;3956439199;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F4SFM_47790307.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4SFM_47790307.MPG.11319.jpg
105699;F4UT3_4778030A.MPG;00:03:54;16.01;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F4UT3_4778030A.MPG;1101905503;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F4UT3_4778030A.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4UT3_4778030A.MPG.10641.jpg
7258;R02069I.MPG;00:01:14;1.11;BBAB;;Beton;Kreisprofil;Dorr/Alker;200;200;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\GTL Lindau\Lindau, diverse Strassen vom 22.08.-06.09.2019\Haltungen\R02069I.MPG;3377146863;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\GTL Lindau\Lindau, diverse Strassen vom 22.08.-06.09.2019\Sichtversion ohne Filme\bin\MESSDAT\Lindau20\19\R02069I.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\R02069I.MPG.3609.jpg
23424;F4XYH_45520818.MPG;00:00:53;1.07;BBAB;;Beton;Kreisprofil;Dorr/Alker;300;300;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Wangen\Wangen vom 16.10.-05.11.2019\Sichtversion 001\bin\F4XYH_45520818.MPG;1161103296;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Wangen\Wangen vom 16.10.-05.11.2019\Sichtversion 001\bin\MESSDAT\Wangen20\19\F4XYH_45520818.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4XYH_45520818.MPG.5634.jpg
38648;F4YHA_3945020A.MPG;00:02:08;3.01;BBAC;;Beton;Kreisprofil;Dorr/Fazio;250;250;-5.0;226.0;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Seehausen\Seehausen vom 04.12.2017-28.05.2018\Sichtversion 001\F4YHA_3945020A.MPG;836399006;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Seehausen\Seehausen vom 04.12.2017-28.05.2018\Sichtversion 001\MESSDAT\Seehause\n2017\F4YHA_3945020A.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4YHA_3945020A.MPG.1898.jpg
48725;F4R7I_40020404.MPG;00:01:13;3.31;BBAC;;Beton;Kreisprofil;Dorr/Rinke;250;250;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Seehotel Schwalten\Rückholz, Seehotel Schwalten vom 03.05.-04.05.2018\Sichtversion DVD 001\F4R7I_40020404.MPG;459684891;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Seehotel Schwalten\Rückholz, Seehotel Schwalten vom 03.05.-04.05.2018\Sichtversion DVD 001\MESSDAT\Seehotel\_Schwal\F4R7I_40020404.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4R7I_40020404.MPG.1220.jpg
105690;F414IC47780313.MPG;00:01:26;0.94;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F414IC47780313.MPG;1618820405;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F414IC47780313.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F414IC47780313.MPG.2407.jpg
49649;F410004169040F.MPG;00:01:31;5.3;BBAC;;Beton;Kreisprofil;Dorr/Rinke;250;250;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Stadt Kaufbeuren, Entsorgung\DVD 318\Kaufbeuren, Sanierungsmaßnahme (Reparatur) vom 15.10.-17.10.2018\Haltungen\F410004169040F.MPG;3611692556;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F410004169040F.MPG.5168.jpg
25941;20R4905I.MPG;00:00:38;0.95;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\20R4905I.MPG;3704708541;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\20R4905I.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\20R4905I.MPG.3453.jpg
134721;F4P92_30560806.MPG;00:02:21;8.64;BBAB;;Beton;Kreisprofil;Dorr/Alker;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Fa. Geiger Kanaltechnik GmbH & Co. KG\Kempten, KKU (Bühl) vor Sanierung vom 28.09.-01.10.2015\Sichtversion 001\F4P92_30560806.MPG;2651475917;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4P92_30560806.MPG.7542.jpg
105686;F4N5Q_47790303.MPG;00:01:26;0.95;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F4N5Q_47790303.MPG;149232763;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F4N5Q_47790303.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\F4N5Q_47790303.MPG.8348.jpg
65463;R01351I.MPG;00:00:55;1.02;BBAB;;Beton;Kreisprofil;Dorr/BeGü;200;200;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\GTL Lindau\Lindau, OT Aeschach & Reutin vom 15.10.-22.11.2018\Haltungen\RW-Kanal\R01351I.MPG;3898688692;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\GTL Lindau\Lindau, OT Aeschach & Reutin vom 15.10.-22.11.2018\Sichtversion ohne Filme\MESSDAT\Lindau20\18\R01351I.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\Unknown dataset-3\Boxes\Roots\images\annotated_1933_imgs\agg_bbxs_1933_imgs\R01351I.MPG.4691.jpg
